# 3D point list with one line of data per point:
#   POINT3D_ID, X, Y, Z, R, G, B, ERROR, TRACK[] as (IMAGE_ID, POINT2D_IDX)
# Number of points: 74648, mean track length: 0.0
51160 3.526099539922822 2.485275478952736 0.8462939633847794 169 194 220 1.2384807409568448 
51158 3.8324362437659647 2.6126873699493447 0.8060200370086376 34 38 47 0.5306503844983512 
51151 3.311556543965265 2.008461467356989 0.8383615786051485 121 126 121 0.8908310297365004 
51147 3.727520729255173 2.1158657982568974 0.7739312119342796 62 66 67 0.8229901365798045 
51142 4.266124189782238 2.421170234804751 0.8103480807912697 198 192 170 1.479997918601904 
51135 4.159790839204312 1.9271233417186144 0.7688247433261506 15 14 8 0.32576934719288353 
51130 4.357081467235949 2.235567088260955 0.8211202642185795 153 153 145 1.0429730847353236 
51128 4.206497479340783 1.9259138208789242 0.794579323582094 111 116 117 0.780938792227178 
51122 4.366487878939749 2.097708892718619 0.8735437786349147 92 97 94 1.807641112376064 
51120 4.443148173463381 2.193522369106433 0.9499771177896559 38 40 45 0.9490847933089164 
51118 4.638774772073591 2.1668280340092627 0.9172035488635253 156 147 142 0.8683096304292542 
51111 3.756612507237801 2.5864211053969495 0.8085345536545254 103 107 116 0.8432385762842727 
51109 3.3194723480482344 2.246579900291063 0.9476617876873537 52 18 19 0.15779138024602338 
51108 3.7924219362449927 2.447399739872334 0.8189271642052601 104 102 90 0.7760865759323337 
51106 4.094734161358557 2.5631828528635 0.8079381514423793 42 49 45 0.7080211244015983 
51104 3.728361269632857 2.06515577923789 0.778630064145334 21 22 5 0.10474267670834216 
51095 4.15357131864123 2.337500895330736 0.8195298316039756 61 62 59 1.0285005038656303 
51094 4.193992593192216 2.3978593036350357 0.8284477136577342 1 9 12 0.5565905239473338 
51089 4.079053916443518 2.135742767140779 0.8243392567145393 11 16 24 0.44213532803536276 
51084 4.484923881764272 2.345200964298972 0.8033109927318903 73 76 57 0.7067333121263752 
51083 4.255396832611693 2.069209853059801 0.8150299368130797 2 7 11 1.5228725248996149 
51077 4.536687626550787 2.3206565866563587 0.8307802968857654 168 172 164 0.3560710577646155 
51073 4.763045097031611 2.4554743443096765 0.9249902585295902 26 33 39 0.265543433388314 
51031 3.4147148103309988 2.2140950259236005 0.8022252623519304 158 166 170 1.5228793331160526 
51030 3.232116068543165 2.6603450886105775 0.7802596229592069 213 221 235 1.306051762140368 
51028 4.49451973338981 2.3707919570275964 0.78718784651099 50 47 39 1.743074523599209 
51021 3.3038226306966694 2.4682293919438085 0.7923123282513972 142 166 210 1.6645141495775755 
51020 4.668259484950763 2.3658842809168643 0.8276671543608228 133 135 132 0.8274416329505169 
51010 3.555731550650681 2.5530690627357386 0.8336258641079606 69 65 68 1.0477574944445454 
51009 3.6380471750168972 2.5252864617412936 0.7979161464593436 27 33 33 0.9726869938112124 
51003 4.679053850748163 2.666883110266858 0.10030408308546601 26 35 44 1.2837024057833772 
50992 3.317048509327557 2.197772306892775 0.817689752205558 202 208 222 1.2405065687407375 
50991 4.552072552517844 2.6965087651945736 0.06230270437581242 5 12 18 0.4468460579888119 
50978 3.4128413385091307 2.199370642221625 0.8664108227555404 169 173 175 1.083945426765198 
50974 3.825953262289354 2.6367882362149397 0.8054787750959742 168 174 186 1.0101466995148316 
50970 3.672251531251084 2.1310850873730507 0.8925624682137894 20 22 28 0.6089476466471742 
50969 4.089913198172691 2.3626817256302695 0.8109421103052272 141 139 134 1.8511190935252382 
50954 3.789727512602185 2.678413372959436 0.7968666655474508 122 131 142 1.4457400614180311 
50948 3.240524641833407 2.73059697181501 0.7814857982038634 218 211 184 0.8320893944059341 
50942 4.036237051618048 3.0584770696373758 0.5506563979369633 14 21 29 1.1329555576542818 
50941 3.4465262987675795 2.470364713073174 0.8206925945335365 91 75 65 0.5521272577453215 
50940 4.553864615390432 2.738146195879362 0.06365949131172477 40 53 62 1.2963693644028076 
50938 3.391064671397286 2.0340679472981957 0.7684794066025766 107 106 98 1.1407614562369721 
50936 3.3211610877685196 2.252644857938201 0.949822564385147 255 151 141 0.9088983418099591 
50935 3.6825208590713676 2.43777830960629 0.7930129229406931 166 164 148 1.4883756544070224 
50932 3.7889341610267886 2.6157183871325658 0.8053127071663687 9 17 28 0.5137979263279211 
50929 3.7914483988845213 2.2951236229065834 0.8101055065032837 6 1 34 2.414633525615113 
50922 3.9651715575006543 2.0676296395087514 0.8173269562921096 161 165 165 0.5711819944383494 
50915 3.254435831400789 2.654639283216011 0.7783564191990364 196 205 222 0.4051162356926997 
50914 3.2450391201582107 2.4944909918578015 0.7867917290566258 42 61 65 2.3068113331757556 
50904 3.67215595728776 2.6639985121590772 0.8013215832375175 8 14 26 0.7675942456437818 
50899 3.802985872633809 2.687299942781067 0.7975087560725214 144 153 163 0.5490405210548559 
50881 3.2261553449773546 2.6188447849765986 0.7774627321750678 181 190 207 1.1432876752053585 
50879 3.247154185970517 2.637917378117761 0.778030337392345 157 160 177 0.3535213649027642 
50878 3.2551362778590374 2.6366738404751 0.7788050948485208 164 171 193 0.2452688865634228 
50877 3.2719323934205677 2.6647222966241 0.7789062976238551 226 228 249 0.2837777710777326 
50876 3.287291224802824 2.671121969430782 0.7782166623929714 203 205 226 0.6765627540991185 
50873 3.2331406570041574 2.415357085835576 0.8273685360840152 177 185 198 0.8170383687981282 
50869 3.2300917190435303 2.306257912462895 0.8273676823569912 221 229 242 0.3929822266234881 
50868 3.288853197471048 2.400967925779956 0.8370262218541756 163 170 186 0.8924425636444363 
50867 3.7625808288323377 2.7214752341204997 0.5729680313301873 112 104 92 1.7282642889116144 
50863 4.775158512614343 2.8013105008981753 0.09626253915055694 33 43 53 2.041861654320392 
50859 3.7157048509555457 2.6568272823087895 0.8006300301504862 137 145 156 0.7624687649377018 
50858 3.75637716705384 2.594513762950328 0.7650644686030077 87 94 104 0.020774609007862516 
50854 3.703852566283916 2.570262360656702 0.8090949875886512 129 138 147 0.6722782432161748 
50849 3.718727058812907 2.3225217250413386 0.7784237621522346 194 183 155 1.0640910464733364 
50847 3.8988021876657593 2.5801726993776146 0.80922723656509 25 35 44 0.8901054817816287 
50838 4.4424418989621355 2.016948033746078 0.7905457154442224 71 82 86 0.2845409150681022 
50837 4.683319204748012 2.8067982612051425 0.8192279539289616 95 104 103 0.3358894561961703 
50834 3.197279751011734 2.6166577501790056 0.7789483612810385 175 180 199 0.16899480675366962 
50832 3.240827635731329 2.6408202536125316 0.7777126861532466 158 160 185 0.4910860841195555 
50828 3.2967772380539206 2.5227669497438483 0.7947683236057091 65 101 140 1.3262594763979796 
50826 3.4668898816682145 2.810300687047162 0.9637922198923882 105 109 104 2.5892571003331133 
50825 3.4732410755664516 2.4415063225791265 0.836754031971918 159 154 24 1.7866858249204636 
50823 3.5451399452445567 2.5200868717124196 0.8451025958151505 184 192 188 0.14769057655264292 
50815 3.4655358109849352 2.0370481419358755 0.780956836717055 29 65 62 0.14435902203804435 
50813 3.817853696097199 2.68722604661202 0.7964673340145572 124 134 144 0.1225639507940331 
50809 3.7357718524587757 2.1563027099560976 0.7780992409593597 42 49 50 1.3987621327717739 
50807 4.028534243189565 2.6243511665743613 0.7747217184283065 22 32 44 0.9597948241561288 
50805 4.084468326698232 2.6039085419162777 0.7741290470509324 142 152 162 1.7428646283133613 
50804 3.99741175390467 2.582717394045078 0.8127561527532354 32 42 54 0.2994026736067432 
50799 4.088035708971304 1.8466721681315301 0.7712195560760332 188 191 196 1.2722057814181111 
50797 4.45821903688423 2.0432326536045835 0.7805394866818328 32 36 44 1.3769225443242257 
50794 4.6763658281279366 2.537384613458056 0.8013133472109594 56 38 23 0.9413901542552541 
50775 3.926871827891188 1.906149943360836 0.7812945406364012 193 196 201 1.0305233722601794 
50770 3.656507286792087 2.5141206672449874 0.7954815305910431 23 26 19 1.0342793260382024 
50768 3.9457503328845736 2.6507602461809667 0.6971472128583672 131 139 150 0.6782307920426875 
50764 3.7693721782801495 2.153810094620842 0.8029469990006314 75 39 49 1.1688145250996933 
50762 4.046817998629098 2.5649119365905886 0.7871886522781575 103 113 125 0.6292108235677039 
50758 3.4355336693485428 1.974883420286454 0.7281022636852384 54 56 53 1.8893883069632178 
50757 3.6464675080708933 1.7479006790440885 1.2941463544915885 63 75 87 0.8159062122738583 
50756 3.8219615057241882 2.599914328303544 0.8086579291988899 94 102 115 0.40934491419733066 
50745 3.8115405790960253 2.6888204599199055 0.7956543245028064 32 39 47 1.3359789869258962 
50739 3.311916565476779 2.378657732309155 0.8280199328899064 168 180 194 1.5318651204647171 
50735 3.312693245113947 1.7363394391880334 0.7839189752901172 20 17 15 1.2144441049177515 
50730 3.5403585138199785 2.5360242416026075 0.8468734213158732 48 54 90 1.334506220832441 
50722 3.8477307064715336 2.267144899852104 0.783745071687171 74 23 40 2.0191148748901244 
50715 4.7259648470631355 2.3600112645882447 0.9250455544518983 97 104 120 1.7215445550124875 
50707 3.4278574783488462 2.2080905452724187 0.7809477716241647 215 214 216 1.4519443137960317 
50703 3.8207713832852424 2.6400490248221278 0.8011307392437717 49 56 72 1.3339040691044552 
50702 3.946531913697702 2.6817083050910906 0.7895876625268298 156 159 178 0.8473533559165709 
50696 4.413157465436738 2.0813789404663914 0.7911281418503453 112 111 109 1.0489913467183956 
50693 3.331956605642733 2.161647137610723 0.791257277729232 178 186 207 1.1875073246981032 
50691 3.7550351315189974 2.62801430224019 0.8024112202239457 48 55 71 0.872817890126189 
50690 3.6912301334514583 2.427078396845774 0.7853750884837806 28 15 8 1.7830188466199648 
50675 3.797842315197823 2.604809897492453 0.8086808344652867 156 163 179 0.0599017738507553 
50673 3.4217095751838453 2.2131850404724442 0.9529762134266353 3 10 18 1.8050658328183418 
50671 3.477517911085732 2.20513519378253 0.9516209688427061 47 54 62 2.431528680285614 
50667 4.639743622076652 2.471381327516405 0.39726519862113996 138 148 157 0.8695454838347558 
50665 4.667284982131017 2.531057461032634 0.7815306145008989 154 155 157 1.1585621530100727 
50664 4.495534595512797 2.253036879394104 0.8352732726957516 197 199 188 1.2780300646588838 
50659 3.546157583819321 2.488053165432882 0.8397390397285999 141 180 232 2.0169784470035466 
50658 3.298093101168269 2.2343869570012793 0.9489716862943544 114 116 131 1.1365211097496841 
50656 3.721915908121182 2.5610651567201117 0.811585738608941 62 71 80 1.5808693691394213 
50643 3.8803674461389432 2.1280910964173447 0.8401794659985186 128 130 127 0.22298983374005943 
50637 4.080908776345995 2.203849296783088 0.8915553216504818 68 75 91 0.7359556031455464 
50633 3.150533080998443 2.0015601340952114 0.7948792757014999 119 101 97 0.9918337042649994 
50624 4.0217453886631125 2.39523580554017 0.7942152239994998 182 133 89 1.371125589271535 
50623 3.2492841538029293 2.1328595081911503 0.8365306301179893 216 221 240 0.527820343650866 
50621 3.3136646209035305 1.995423664609554 0.8405155751812039 136 135 140 0.8769091262575878 
50614 4.433635538577169 2.0127927037392266 0.8132234370346677 167 175 177 1.7247900833607643 
50612 3.232946789410997 2.0316801821370496 0.8170500308266548 156 154 167 0.7773846235038067 
50608 3.309757089601518 2.0085225750711375 0.848209708214061 28 27 32 0.745993459203385 
50606 4.751937934274853 2.3289188049419236 0.8883321364067472 161 167 170 1.2369827827307733 
50604 3.8030400092509904 2.401478373534229 0.8707999905944345 171 176 180 1.176049327167973 
50599 3.595462244181835 2.2538118934732196 0.7625058996816144 212 200 174 1.249407855702659 
50598 3.881570439402182 2.679544203533928 0.7958267489618274 108 112 121 1.0021956144749107 
50597 3.5216135007034537 2.4974541369529986 0.8453954278017638 85 121 159 1.1821303630221909 
50594 3.61433167855309 2.2793681258442047 0.7885033357626172 130 126 115 1.94073138616513 
50590 3.7981948489247563 2.4092283770859066 0.8648785691538803 159 158 157 0.8639145958430468 
50588 3.306260042377054 1.708936230532002 0.9519102199307585 183 181 165 1.220544319225104 
50579 3.2677225243828967 2.0090695251572055 0.7932015322526798 79 72 71 1.125201211828958 
50574 4.2446508516570916 2.0688783058831524 0.7996627716958681 3 6 21 2.480929390173877 
50558 4.678969846246424 2.4138512597077204 0.8471617752157021 150 144 128 1.4140470747502836 
50556 4.607617797927983 1.4801228319239454 1.2706348712956044 171 169 170 1.1470515103124916 
50554 3.70661042496923 2.691281711344709 0.7967005960354218 136 143 151 0.866594544246245 
50549 3.586079802482411 2.347223651108563 0.7871806169403414 133 154 138 1.5991585513539277 
50548 3.419684318917712 2.160247690179002 0.8697885547108998 55 58 64 1.633387583055623 
50533 4.649180402197677 2.3209747961377225 1.1149095150297732 127 130 111 0.567715333717763 
50532 4.689296811152639 2.1985622019689663 1.1673589764046755 248 251 249 1.400911139447202 
50531 3.1855832984687904 2.0252805183984384 0.8180680857058441 85 80 77 1.717622122498331 
50518 3.8057334814415156 2.6137005492595407 0.803687133237712 43 48 57 1.6171006287787404 
50517 3.8364901648534637 2.6017935936659153 0.8051565885506133 72 75 84 2.073588425346152 
50515 3.962893645799422 2.6164069145129876 0.8092628072099421 112 121 130 0.8764295380236132 
50513 3.9822603363021116 2.075822680117302 0.820812891563417 141 142 135 0.8126082691160721 
50510 4.205938231690024 2.3550294541626484 0.8073991851932363 12 15 20 1.6573001478176823 
50506 4.643826921063908 2.173043410330109 0.8971980472737682 91 73 70 1.3822907634123809 
50502 3.5745694081605426 2.549698209968825 0.8203058160616319 73 62 68 0.8553370687906114 
50487 3.731670678213629 2.4385052651826173 0.7849274649912009 195 181 154 1.2609483409696438 
50481 3.8186616033362557 2.2731274040847396 0.8041233344095459 81 68 80 0.9406267704532754 
50479 3.3028155991005335 1.7312906512665713 0.9687569396813965 243 233 210 0.5273906735388015 
50460 3.7586302945882832 2.496765239554983 0.8072896319966364 67 55 43 0.06911622448381813 
50459 3.74128467924055 2.1597971679854364 0.7804864839448352 0 0 0 1.247636895168683 
50458 3.730311209206367 2.0880802689828566 0.8690381011527061 138 140 137 1.0331850079893197 
50454 4.505573463752478 2.3432613320719557 0.7987682153882973 154 152 137 1.4171851835649019 
50451 4.644217041499346 2.2009401308230294 0.9830652672730166 184 184 184 0.10448395437780843 
50448 3.567962897365784 2.5183739062751336 0.8215451139382007 152 161 204 0.7244587216348277 
50446 3.406633604044492 2.1901540969281337 0.7925978592355891 144 158 171 0.3969630993983155 
50434 4.044984208463432 2.157391734497624 0.8467607834230823 139 152 161 0.5091623494827778 
50430 4.357925914175308 2.1335158833111274 0.9169849169974119 117 126 125 0.952428789358494 
50429 4.524083787370927 2.2064866466480417 0.8684283707603899 168 170 157 1.7567571629212448 
50424 3.182585989587398 1.9462604231372482 0.7494573715137236 78 76 80 1.0348714146676699 
50423 3.250909548641943 2.069252331091784 0.803680425842934 116 118 110 0.1713560932801358 
50422 3.25016653990744 2.0560780287284732 0.7938659831881325 118 121 112 1.0475863384092674 
50421 3.661170883754282 2.5062958743443042 0.7887333074114223 0 0 0 0.9639534865573534 
50419 3.303311271098788 2.022242718051653 0.8574906974896054 99 94 98 0.9976473981732287 
50418 3.591549116128013 2.265842913418475 0.790808855613098 173 165 145 0.7566983317926133 
50416 3.6122031441541584 2.2871541551615646 0.7890491768789265 190 181 174 0.6757772204729526 
50415 3.308375484903704 1.751993096941668 0.7970897259929077 140 134 134 0.4376301881653492 
50410 4.139389162105263 2.291242571124484 0.8280645572929418 84 88 97 0.12267490469796163 
50400 3.6093366511205836 2.52353334738429 0.828810942102639 71 78 86 1.1304565757992218 
50399 3.4322825906683985 2.2246459663310967 0.854773003699337 137 156 169 0.2439882304935586 
50384 3.7590117086859234 2.466609488677874 0.8578918765384081 107 105 93 2.406144864597918 
50378 3.4591726779690517 2.4842342656401986 0.8362606611898387 165 159 119 1.494292462345133 
50375 3.421635411812474 2.21428735713093 0.779372338205242 148 149 142 0.8606743942639503 
50372 3.904177807081094 2.093608785187978 0.8071861594082215 160 161 165 1.7121966534152868 
50367 3.84402645841346 2.6757917669754754 0.799113574965436 153 159 173 0.791336399642096 
50362 3.4624997632571812 2.490888020061902 0.8102318029639197 168 160 109 1.5025247892071452 
